submitted_at,ticker,paper_side,quantity,limit_price,notional,dry_run,order_status,order_id,error,transaction_cost_bps,slippage_bps,estimated_transaction_cost,estimated_slippage_cost,estimated_total_cost,risk_ok,risk_reason,company_name,final_close_model_side,target_weight,current_weight,order_weight_delta,estimated_order_value,alpha_score,net_alpha_after_cost_bps,alpha_rank,quantile_bucket,top_positive_factor_contributors,top_negative_factor_contributors,residual_score,outlier_flag,price_flag,liquidity_flag,risk_flag,signal_price,reason_text,final_close_target_direction,final_close_has_nonzero_target,paper_signed_notional
2026-05-14T17:13:00.563471+00:00,ACHV,BUY,690,5.78,3988.2,False,Submitted,1010,,1.0,2.0,0.39882,0.79764,1.19646,True,,"Achieve Life Sciences, Inc.",SELL,0.0044573102678571,0.0044642857142857,-6.975446428571404e-06,-0.6975446428571404,0.0072956975117314,69.95697511731463,58.0,5.0,mom_5;mom_21;intraday_return,mom_10;roa;mom_1,,False,True,True,True,5.79,"SELL because predicted alpha is in the top decile. Net alpha after estimated 3.0 bps trading cost is 69.96 bps versus threshold 5.00 bps. Main contributors were mom_5, mom_21, intraday_return. Price filter passed; liquidity filter passed.",LONG,True,3988.2
2026-05-14T17:13:00.563471+00:00,ADV,SELL,70,34.86,2440.2,False,Submitted,1031,,1.0,2.0,0.24402,0.48804,0.7320599999999999,True,,Advantage Solutions Inc. Class A Common Stock,,0.0,0.0,0.0,0.0,0.0020362223105677,17.36222310567752,814.0,4.0,mom_63;hl_range_20;intraday_return,mom_5;parkinson_vol_20;mom_1,,False,True,True,True,34.06,,FLAT,False,-2440.2
2026-05-14T17:13:00.563471+00:00,AEI,SELL,852,1.89,1610.28,False,Submitted,1034,,1.0,2.0,0.161028,0.322056,0.483084,True,,Alset Inc. Common Stock (TX),,0.0,0.0,0.0,0.0,0.0051517934009535,48.51793400953536,175.0,5.0,amihud_20;mom_5;volume_z_60,mom_10;mom_63;intraday_return,,False,False,False,True,1.82,,FLAT,False,-1610.28
2026-05-14T17:13:00.563471+00:00,AEYE,SELL,109,7.09,772.81,False,Submitted,1040,,1.0,2.0,0.0772809999999999,0.1545619999999999,0.2318429999999999,True,,"AudioEye, Inc. Common Stock",SHORT,-0.00078125,0.0,-0.00078125,-78.125,-0.0038255851690274,35.25585169027407,7257.0,1.0,overnight_return;parkinson_vol_20;volume_z_20,intraday_return;mom_5;sales_to_price,,False,True,True,True,7.16,"SHORT because predicted alpha is in the bottom decile. Net alpha after estimated 3.0 bps trading cost is 35.26 bps versus threshold 5.00 bps. Main contributors were intraday_return, mom_5, sales_to_price. Price filter passed; liquidity filter passed.",SHORT,True,-772.81
2026-05-14T17:13:00.563471+00:00,AGEN,BUY,138,3.53,487.14,False,Submitted,1046,,1.0,2.0,0.048714,0.097428,0.146142,True,,Agenus Inc.,,0.0,0.0,0.0,0.0,-0.0006140621193669,-9.140621193669835,6666.0,2.0,volume_z_60;hl_range_20;parkinson_vol_20,intraday_return;mom_21;gross_margin,,False,False,True,True,3.58,,FLAT,False,487.14
2026-05-14T17:13:00.563471+00:00,AGPU,BUY,728,5.96,4338.88,False,Submitted,1052,,1.0,2.0,0.433888,0.867776,1.301664,True,,Axe Compute Inc. Common Stock,SELL,0.0044573102678571,0.0044642857142857,-6.975446428571404e-06,-0.6975446428571404,0.0112650207057878,109.65020705787818,6.0,5.0,intraday_return;hl_range_20;volatility_20,parkinson_vol_20;mom_1;volatility_63,,False,True,True,True,5.6,"SELL because predicted alpha is in the top decile. Net alpha after estimated 3.0 bps trading cost is 109.65 bps versus threshold 5.00 bps. Main contributors were intraday_return, hl_range_20, volatility_20. Price filter passed; liquidity filter passed.",LONG,True,4338.88
2026-05-14T17:13:00.563471+00:00,AIRO,SELL,175,6.69,1170.75,False,Submitted,1058,,1.0,2.0,0.117075,0.23415,0.351225,True,,"AIRO Group Holdings, Inc. Common Stock",SHORT,-0.00078125,0.0,-0.00078125,-78.125,-0.0078116066797069,75.1160667970698,7441.0,1.0,overnight_return;volume_z_20;parkinson_vol_20,volume_z_60;intraday_return;mom_1,,False,True,True,True,6.615,"SHORT because predicted alpha is in the bottom decile. Net alpha after estimated 3.0 bps trading cost is 75.12 bps versus threshold 5.00 bps. Main contributors were volume_z_60, intraday_return, mom_1. Price filter passed; liquidity filter passed.",SHORT,True,-1170.75
2026-05-14T17:13:00.563471+00:00,AKAN,SELL,210,22.63,4752.3,False,Submitted,1064,,1.0,2.0,0.47523,0.95046,1.42569,True,,Akanda Corp. Common Shares,COVER,-0.0044573102678571,-0.0044642857142857,6.975446428571404e-06,0.6975446428571404,-0.0183940377281346,180.94037728134697,7538.0,1.0,hl_range_20;volatility_20;close_to_low_20,parkinson_vol_20;intraday_return;mom_5,,False,True,True,True,24.9,"COVER because predicted alpha is in the bottom decile. Net alpha after estimated 3.0 bps trading cost is 180.94 bps versus threshold 5.00 bps. Main contributors were parkinson_vol_20, intraday_return, mom_5. Price filter passed; liquidity filter passed.",SHORT,True,-4752.3
2026-05-14T17:13:00.563471+00:00,AKTS,BUY,24,19.73,473.52,False,Submitted,1070,,1.0,2.0,0.047352,0.094704,0.142056,True,,"Aktis Oncology, Inc. Common stock",,0.0,0.0,0.0,0.0,0.0023068772690311,20.06877269031115,728.0,5.0,volume_z_60;parkinson_vol_20;intraday_return,roa;volume_z_20;close_to_low_20,,False,True,True,True,19.5,,FLAT,False,473.52
2026-05-14T17:13:00.563471+00:00,ALAB,BUY,3,223.71,671.13,False,Submitted,1073,,1.0,2.0,0.067113,0.134226,0.201339,True,,"Astera Labs, Inc. Common Stock",BUY,0.00078125,0.0,0.00078125,78.125,0.0055926621910842,52.92662191084249,125.0,5.0,mom_5;mom_63;mom_21,intraday_return;mom_10;close_to_high_20,,False,True,True,True,228.64,"BUY because predicted alpha is in the top decile. Net alpha after estimated 3.0 bps trading cost is 52.93 bps versus threshold 5.00 bps. Main contributors were mom_5, mom_63, mom_21. Price filter passed; liquidity filter passed.",LONG,True,671.13
2026-05-14T17:13:00.563471+00:00,ALDX,BUY,278,1.68,467.04,False,Submitted,1076,,1.0,2.0,0.0467039999999999,0.0934079999999999,0.140112,True,,"Aldeyra Therapeutics, Inc.",,0.0,0.0,0.0,0.0,-0.0031322926224835,-34.32292622483576,7190.0,1.0,intraday_return;parkinson_vol_20;volume_z_60,price_kurt_63;volatility_63;mom_63,,False,False,True,True,1.66,,FLAT,False,467.04
2026-05-14T17:13:00.563471+00:00,ALHC,BUY,25,16.53,413.25,False,Submitted,1082,,1.0,2.0,0.041325,0.08265,0.123975,True,,"Alignment Healthcare, Inc. Common Stock",COVER,-0.0036760602678571,-0.0044642857142857,0.0007882254464285,78.82254464285712,0.0034843689603877,-37.843689603877095,394.0,5.0,intraday_return;parkinson_vol_20;mom_10,mom_1;volume_z_60;mom_5,,False,True,True,True,16.56,"COVER because predicted alpha is in the bottom decile. Net alpha after estimated 3.0 bps trading cost is -37.84 bps versus threshold 5.00 bps. Main contributors were mom_1, volume_z_60, mom_5. Price filter passed; liquidity filter passed.",SHORT,True,413.25
2026-05-14T17:13:00.563471+00:00,ANAB,BUY,64,61.75,3952.0,False,Submitted,1100,,1.0,2.0,0.3952,0.7904,1.1856,True,,"AnaptysBio, Inc. Common Stock",SELL,0.0036760602678571,0.0044642857142857,-0.0007882254464285,-78.82254464285712,0.0043668116710827,40.66811671082752,246.0,5.0,mom_21;mom_252;hl_range_20,mom_126;mom_5;price_kurt_63,,False,True,True,True,62.19,"SELL because predicted alpha is in the top decile. Net alpha after estimated 3.0 bps trading cost is 40.67 bps versus threshold 5.00 bps. Main contributors were mom_21, mom_252, hl_range_20. Price filter passed; liquidity filter passed.",LONG,True,3952.0
2026-05-14T17:13:00.563471+00:00,ANNA,BUY,802,3.74,2999.48,False,Submitted,1103,,1.0,2.0,0.299948,0.599896,0.899844,True,,"AleAnna, Inc. Class A Common Stock",,0.0,0.0,0.0,0.0,0.0025867157212,22.86715721200064,612.0,5.0,mom_5;hl_range_20;sales_to_price,book_to_market;parkinson_vol_20;volatility_63,,False,False,True,True,3.69,,FLAT,False,2999.48
2026-05-14T17:13:00.563471+00:00,APLS,BUY,71,41.04,2913.84,False,Submitted,1109,,1.0,2.0,0.291384,0.5827680000000001,0.874152,True,,"Apellis Pharmaceuticals, Inc. Common Stock",COVER,0.0,-0.0044642857142857,0.0044642857142857,446.4285714285714,0.0,-3.0,2258.0,2.0,,,,False,False,False,True,,COVER because predicted alpha is in the cost-adjusted no-position band. Net alpha after estimated 3.0 bps trading cost is -3.00 bps versus threshold 5.00 bps. Main contributors were the cross-sectional factor mix. Price filter failed; liquidity filter failed.,FLAT,False,2913.84
2026-05-14T17:13:00.563471+00:00,ASBP,BUY,474,5.17,2450.58,False,Submitted,1130,,1.0,2.0,0.245058,0.490116,0.735174,True,,"Aspire Biopharma Holdings, Inc. Common Stock",SHORT,-0.00078125,0.0,-0.00078125,-78.125,-0.0258982034915116,255.98203491511617,7565.0,1.0,hl_range_20;mom_5;mom_63,parkinson_vol_20;intraday_return;volatility_63,,False,True,True,True,5.87,"SHORT because predicted alpha is in the bottom decile. Net alpha after estimated 3.0 bps trading cost is 255.98 bps versus threshold 5.00 bps. Main contributors were parkinson_vol_20, intraday_return, volatility_63. Price filter passed; liquidity filter passed.",SHORT,True,2450.58
2026-05-14T17:13:00.563471+00:00,ATEX,BUY,18,55.64,1001.52,False,Submitted,1151,,1.0,2.0,0.100152,0.200304,0.300456,True,,Anterix Inc. Common Stock,SELL,0.0036760602678571,0.0044642857142857,-0.0007882254464285,-78.82254464285712,0.0038002405417083,35.00240541708318,338.0,5.0,parkinson_vol_20;mom_21;mom_63,mom_126;mom_10;close_to_high_20,,False,True,True,True,56.62,"SELL because predicted alpha is in the top decile. Net alpha after estimated 3.0 bps trading cost is 35.00 bps versus threshold 5.00 bps. Main contributors were parkinson_vol_20, mom_21, mom_63. Price filter passed; liquidity filter passed.",LONG,True,1001.52
2026-05-14T17:13:00.563471+00:00,AVAV,BUY,24,165.04,3960.96,False,Submitted,1166,,1.0,2.0,0.396096,0.792192,1.188288,True,,"AeroVironment, Inc.",,0.0,0.0,0.0,0.0,0.0017968806443329,14.968806443329914,918.0,4.0,parkinson_vol_20;volume_z_60;mom_10,intraday_return;mom_21;mom_63,,False,True,True,True,165.27,,FLAT,False,3960.96
2026-05-14T17:13:00.563471+00:00,AVNW,BUY,113,16.21,1831.73,False,Submitted,1169,,1.0,2.0,0.183173,0.366346,0.549519,True,,"Aviat Networks, Inc.",SHORT,-0.00078125,0.0,-0.00078125,-78.125,-0.0024139570795473,21.139570795473727,7102.0,1.0,parkinson_vol_20;mom_10;volatility_20,intraday_return;volatility_10;price_kurt_63,,False,True,True,True,16.37,"SHORT because predicted alpha is in the bottom decile. Net alpha after estimated 3.0 bps trading cost is 21.14 bps versus threshold 5.00 bps. Main contributors were intraday_return, volatility_10, price_kurt_63. Price filter passed; liquidity filter passed.",SHORT,True,1831.73
2026-05-14T17:13:00.563471+00:00,AXGN,BUY,40,40.15,1606.0,False,Submitted,1178,,1.0,2.0,0.1606,0.3212,0.4818,True,,"Axogen, Inc. Common Stock",SELL,0.0036760602678571,0.0044642857142857,-0.0007882254464285,-78.82254464285712,0.0036023922861968,33.02392286196838,368.0,5.0,parkinson_vol_20;mom_252;volume_z_60,mom_126;hl_range_20;intraday_return,,False,True,True,True,40.95,"SELL because predicted alpha is in the top decile. Net alpha after estimated 3.0 bps trading cost is 33.02 bps versus threshold 5.00 bps. Main contributors were parkinson_vol_20, mom_252, volume_z_60. Price filter passed; liquidity filter passed.",LONG,True,1606.0
2026-05-14T17:13:00.563471+00:00,BAND,BUY,91,51.9,4722.9,False,Submitted,1187,,1.0,2.0,0.47229,0.94458,1.41687,True,,Bandwidth Inc. Class A Common Stock,SELL,0.0044573102678571,0.0044642857142857,-6.975446428571404e-06,-0.6975446428571404,0.0080994118346354,77.99411834635451,36.0,5.0,close_to_low_20;mom_21;mom_63,mom_126;mom_10;intraday_return,,False,True,True,True,52.1,"SELL because predicted alpha is in the top decile. Net alpha after estimated 3.0 bps trading cost is 77.99 bps versus threshold 5.00 bps. Main contributors were close_to_low_20, mom_21, mom_63. Price filter passed; liquidity filter passed.",LONG,True,4722.9
2026-05-14T17:13:00.563471+00:00,BELFA,BUY,16,240.63,3850.08,False,Submitted,1199,,1.0,2.0,0.385008,0.770016,1.155024,True,,Bel Fuse Inc,SELL,0.0036760602678571,0.0044642857142857,-0.0007882254464285,-78.82254464285712,0.0036125235031926,33.12523503192693,364.0,5.0,parkinson_vol_20;volume_z_60;mom_252,mom_126;mom_5;hl_range_20,,False,True,True,True,242.2,"SELL because predicted alpha is in the top decile. Net alpha after estimated 3.0 bps trading cost is 33.13 bps versus threshold 5.00 bps. Main contributors were parkinson_vol_20, volume_z_60, mom_252. Price filter passed; liquidity filter passed.",LONG,True,3850.08
2026-05-14T17:13:00.563471+00:00,BGDE,SELL,585,6.8,3978.0,False,Submitted,1205,,1.0,2.0,0.3978,0.7956,1.1934,True,,"Big Digital Energy, Inc. Common Stock",COVER,-0.0036760602678571,-0.0044642857142857,0.0007882254464285,78.82254464285712,-0.0101449198870826,98.44919887082672,7478.0,1.0,hl_range_20;volatility_20;close_to_low_20,parkinson_vol_20;mom_10;intraday_return,,False,True,False,True,6.3,"COVER because predicted alpha is in the bottom decile. Net alpha after estimated 3.0 bps trading cost is 98.45 bps versus threshold 5.00 bps. Main contributors were parkinson_vol_20, mom_10, intraday_return. Price filter passed; liquidity filter failed.",SHORT,True,-3978.0
2026-05-14T17:13:00.563471+00:00,BIOA,BUY,42,18.35,770.7,False,Submitted,1211,,1.0,2.0,0.07707,0.15414,0.23121,True,,"BioAge Labs, Inc. Common Stock",,0.0,0.0,0.0,0.0,0.0040891314804905,37.89131480490513,288.0,5.0,mom_252;intraday_return;parkinson_vol_20,mom_126;mom_10;mom_1,,False,True,True,True,18.715,,FLAT,False,770.7
2026-05-14T17:13:00.563471+00:00,BJRI,SELL,59,42.15,2486.85,False,Submitted,1214,,1.0,2.0,0.248685,0.49737,0.7460549999999999,True,,"BJ's Restaurants, Inc.",,0.0,0.0,0.0,0.0,0.0016055791881867,13.055791881867194,1006.0,4.0,parkinson_vol_20;dist_52w_high;mom_5,hl_range_20;volatility_20;close_to_high_20,,False,True,True,True,41.72,,FLAT,False,-2486.85
2026-05-14T17:13:00.563471+00:00,BKR,BUY,12,64.54,774.48,False,Submitted,1220,,1.0,2.0,0.077448,0.154896,0.232344,True,,Baker Hughes Company,,0.0,0.0,0.0,0.0,0.0036124376449919,33.12437644991915,365.0,5.0,parkinson_vol_20;dist_52w_high;overnight_return,hl_range_20;volatility_20;mom_126,,False,True,True,True,64.61,,FLAT,False,774.48
2026-05-14T17:13:00.563471+00:00,BNZI,SELL,184,5.74,1056.16,False,Submitted,1232,,1.0,2.0,0.105616,0.211232,0.316848,True,,"Banzai International, Inc. Class A Common Stock",COVER,-0.0044573102678571,-0.0044642857142857,6.975446428571404e-06,0.6975446428571404,-0.0199383570069339,196.3835700693396,7542.0,1.0,hl_range_20;mom_1;volatility_20,parkinson_vol_20;intraday_return;volatility_10,,False,True,True,True,6.53,"COVER because predicted alpha is in the bottom decile. Net alpha after estimated 3.0 bps trading cost is 196.38 bps versus threshold 5.00 bps. Main contributors were parkinson_vol_20, intraday_return, volatility_10. Price filter passed; liquidity filter passed.",SHORT,True,-1056.16
2026-05-14T17:13:00.563471+00:00,BRCB,SELL,103,7.5,772.5,False,Submitted,1235,,1.0,2.0,0.07725,0.1545,0.23175,True,,"Black Rock Coffee Bar, Inc. Class A Common Stock",SHORT,-0.00078125,0.0,-0.00078125,-78.125,-0.0036284718276815,33.284718276815205,7237.0,1.0,intraday_return;mom_10;close_to_high_20,mom_5;volume_z_60;mom_21,,False,True,True,True,7.16,"SHORT because predicted alpha is in the bottom decile. Net alpha after estimated 3.0 bps trading cost is 33.28 bps versus threshold 5.00 bps. Main contributors were mom_5, volume_z_60, mom_21. Price filter passed; liquidity filter passed.",SHORT,True,-772.5
2026-05-14T17:13:00.563471+00:00,BZAI,BUY,1796,1.72,3089.12,False,Submitted,1247,,1.0,2.0,0.3089119999999999,0.6178239999999999,0.926736,True,,"Blaize Holdings, Inc. Common Stock",,0.0,0.0,0.0,0.0,-0.0020167189008652,-23.167189008652247,7026.0,1.0,hl_range_20;volatility_20;close_to_high_20,parkinson_vol_20;intraday_return;roa,,False,False,True,True,1.77,,FLAT,False,3089.12
2026-05-14T17:13:00.563471+00:00,CABA,BUY,806,3.56,2869.36,False,Submitted,1250,,1.0,2.0,0.286936,0.573872,0.860808,True,,"Cabaletta Bio, Inc. Common Stock",,0.0,0.0,0.0,0.0,-0.0026338523643146,-29.33852364314692,7132.0,1.0,net_margin;hl_range_20;mom_252,operating_margin;intraday_return;mom_5,,False,False,True,True,3.61,,FLAT,False,2869.36
2026-05-14T17:13:00.563471+00:00,CAEP,BUY,39,11.86,462.54,False,Submitted,1253,,1.0,2.0,0.0462539999999999,0.0925079999999999,0.138762,True,,"Cantor Equity Partners III, Inc. Class A Ordinary Shares",,0.0,0.0,0.0,0.0,-0.0009686287215446,-12.68628721544648,6781.0,2.0,parkinson_vol_20;mom_5;volume_z_60,intraday_return;hl_range_20;price_kurt_63,,False,True,False,True,12.49,,FLAT,False,462.54
2026-05-14T17:13:00.563471+00:00,CELC,SELL,5,132.81,664.05,False,Submitted,1274,,1.0,2.0,0.0664049999999999,0.1328099999999999,0.1992149999999999,True,,Celcuity Inc. Common Stock,,0.0,0.0,0.0,0.0,-0.0018972307269648,-21.972307269648216,6990.0,1.0,mom_252;net_margin;mom_1,volume_z_60;intraday_return;operating_margin,,False,True,True,True,134.72,,FLAT,False,-664.05
2026-05-14T17:13:00.563471+00:00,CENX,SELL,26,62.1,1614.6,False,Submitted,1280,,1.0,2.0,0.16146,0.32292,0.48438,True,,Century Aluminum Co,BUY,0.00078125,0.0,0.00078125,78.125,0.0052922194724847,49.92219472484789,161.0,5.0,intraday_return;parkinson_vol_20;mom_252,mom_126;mom_1;hl_range_20,,False,True,True,True,61.44,"BUY because predicted alpha is in the top decile. Net alpha after estimated 3.0 bps trading cost is 49.92 bps versus threshold 5.00 bps. Main contributors were intraday_return, parkinson_vol_20, mom_252. Price filter passed; liquidity filter passed.",LONG,True,-1614.6
2026-05-14T17:13:00.563471+00:00,CEPS,BUY,241,10.18,2453.38,False,Submitted,1283,,1.0,2.0,0.245338,0.490676,0.736014,True,,"Cantor Equity Partners VI, Inc. Class A Ordinary Shares",,0.0,0.0,0.0,0.0,-0.0003757408457443,-6.757408457443516,6567.0,2.0,parkinson_vol_20;volume_z_60;volatility_10,hl_range_20;volatility_20;close_to_high_20,,False,True,False,True,10.17,,FLAT,False,2453.38
2026-05-14T17:13:00.563471+00:00,CGON,BUY,68,69.05,4695.4,False,Submitted,1298,,1.0,2.0,0.4695399999999999,0.93908,1.40862,True,,"CG Oncology, Inc. Common stock",SELL,0.0044573102678571,0.0044642857142857,-6.975446428571404e-06,-0.6975446428571404,0.0066354600736651,63.354600736651776,79.0,5.0,intraday_return;parkinson_vol_20;mom_252,mom_126;mom_1;hl_range_20,,False,True,True,True,69.535,"SELL because predicted alpha is in the top decile. Net alpha after estimated 3.0 bps trading cost is 63.35 bps versus threshold 5.00 bps. Main contributors were intraday_return, parkinson_vol_20, mom_252. Price filter passed; liquidity filter passed.",LONG,True,4695.4
2026-05-14T17:13:00.563471+00:00,CHMG,SELL,4,67.34,269.36,False,Submitted,1301,,1.0,2.0,0.026936,0.053872,0.080808,True,,Chemung Financial Corp,SHORT,-0.00078125,0.0,-0.00078125,-78.125,-0.0028569709436564,25.56970943656476,7162.0,1.0,parkinson_vol_20;volume_z_20;dist_52w_high,volume_z_60;hl_range_20;volatility_20,,False,True,True,True,66.8,"SHORT because predicted alpha is in the bottom decile. Net alpha after estimated 3.0 bps trading cost is 25.57 bps versus threshold 5.00 bps. Main contributors were volume_z_60, hl_range_20, volatility_20. Price filter passed; liquidity filter passed.",SHORT,True,-269.36
